DATE,NEI,NEI-PTER
8/1/2015,8.4895115367183909,9.793554279263351
9/1/2015,8.5837610652580985,9.763953944727850
10/1/2015,8.5831075604638301,9.768868298045710
11/1/2015,8.5447371746543901,9.768348028086850
12/1/2015,8.4754829889339600,9.680937261909190
1/1/2016,8.4040836302799704,9.569025993208840
2/1/2016,8.4032370619182597,9.591806613832420
3/1/2016,8.4000903440103301,9.598518607404340
4/1/2016,8.4539521919218910,9.638868004993970
5/1/2016,8.3572755161294090,9.617537291841620
6/1/2016,8.3439956035780494,9.477827279790491
7/1/2016,8.3442880687758798,9.513171699424319
8/1/2016,8.2966479223593907,9.510132945273771
9/1/2016,8.4719172747350502,9.611307155992250
10/1/2016,8.4649375196454297,9.656667777154460
11/1/2016,8.3095137908557692,9.426741829426421
12/1/2016,8.3011270158426402,9.401945750659820
1/1/2017,8.2669212832247698,9.396127142962870
2/1/2017,8.1956924630177888,9.309566107822389
3/1/2017,8.1219595073080608,9.204290510574610
4/1/2017,8.0783172062369513,9.116360303465260
5/1/2017,8.0658731640316397,9.080115301959710
6/1/2017,7.9816604876797790,9.013248147756160
7/1/2017,7.9223418989957484,8.958710307798160
8/1/2017,8.0176208356228891,9.062094524472970
9/1/2017,7.8997263717294803,8.877634734251631
10/1/2017,7.8753071346033412,8.826493492976750
11/1/2017,7.8931502876393500,8.819788335845750
12/1/2017,7.8918775487887203,8.862559926624689
1/1/2018,7.8341449379503203,8.821077099318540
2/1/2018,7.8004575587131795,8.825838102438070
3/1/2018,7.8049069644387812,8.792650648516570
4/1/2018,7.7826935999637792,8.753376057420629
5/1/2018,7.7083417209683507,8.659343618983959
6/1/2018,7.7309223783567900,8.654351957208229
7/1/2018,7.6213298182106000,8.509744299304261
8/1/2018,7.6946285832404095,8.539460214894259
9/1/2018,7.6506298002421698,8.508498504191090
10/1/2018,7.6546363911618593,8.519762042926821
11/1/2018,7.6252505116530100,8.516414827100489
12/1/2018,7.6817554901133596,8.578436027720540
1/1/2019,7.7581655812582193,8.776467403284830
2/1/2019,7.6488140170823389,8.534046205947190
3/1/2019,7.6473882064078706,8.551890364496909
4/1/2019,7.5622224187263694,8.485212908657740
5/1/2019,7.5179599767160914,8.354484793452791
6/1/2019,7.5156245310588004,8.364398894839120
7/1/2019,7.5792302582891891,8.335592537753470
8/1/2019,7.4547524874560898,8.273788917988879
9/1/2019,7.3138418631355293,8.098061757307699
10/1/2019,7.2888905709182303,8.098534983456890
11/1/2019,7.3340575598365412,8.126811787137619
12/1/2019,7.3259076781657297,8.120488028757809
1/1/2020,7.3744913355610704,8.225086520022780
2/1/2020,7.4019426553633805,8.299233497227949
3/1/2020,8.1726878750588199,9.320926953960733
4/1/2020,15.5870886835545015,17.776670457203199
5/1/2020,14.3069735291884008,16.388639727224700
6/1/2020,12.5546572299214017,14.299701120403499
7/1/2020,11.9346087657400997,13.516642467238398
8/1/2020,10.6506806234883005,12.044038793509300
9/1/2020,10.3550765900642006,11.522539054029600
10/1/2020,9.3237468243270794,10.574604670679999
11/1/2020,9.2732994961543600,10.526802735482001
12/1/2020,9.2735268237598696,10.440196179416301
1/1/2021,8.9674989318643501,10.111037050181100
2/1/2021,8.9625189442414896,10.180482823060000
3/1/2021,8.8220154614824704,9.972703028413029
4/1/2021,8.8255256038944303,9.861192655590100
5/1/2021,8.7089984324907288,9.714833058685450
6/1/2021,8.6036433832111801,9.522236331990900
7/1/2021,8.3996516561203496,9.238752220927800
8/1/2021,8.2007730897510491,8.999599426445490
9/1/2021,8.0712492045691704,8.882094891790830
10/1/2021,7.9375167975502610,8.748031824175211
11/1/2021,7.7673402719411300,8.572325630741879
12/1/2021,7.6668230578387204,8.415303926090729
1/1/2022,7.8065909573188401,8.531747320241770
2/1/2022,7.6137242082997796,8.439117238155189
3/1/2022,7.6154666060688019,8.431254713614409
4/1/2022,7.6463149433785409,8.428197172813400
5/1/2022,7.5013352597654892,8.314273855988590
6/1/2022,7.5198988746582396,8.253444042449360
7/1/2022,7.5049199303528304,8.243999750336259
8/1/2022,7.4782148091464302,8.211854537160020
9/1/2022,7.5016627243152403,8.196036213611650
10/1/2022,7.5112909878210994,8.176969873246170
11/1/2022,7.4949927568917092,8.193570993273379
12/1/2022,7.4106193235913507,8.144478333323560
1/1/2023,7.3453150408239196,8.110536779192900
2/1/2023,7.3412949488299395,8.126423666657271
3/1/2023,7.3718285064013696,8.157048134191580
4/1/2023,7.3551687755530404,8.095599288393119
5/1/2023,7.4577359834516308,8.151091970900159
6/1/2023,7.4203897784572401,8.258739338174570
7/1/2023,7.3671561610400991,8.117814091252740
8/1/2023,7.4492308290662894,8.193547479087430
9/1/2023,7.4776230824293393,8.213945184536859
10/1/2023,7.4705497591184100,8.254872255105949
11/1/2023,7.4736666663057889,8.230462966688670
12/1/2023,7.5826362086413202,8.373852056151319
1/1/2024,7.5302613779655010,8.347137559490641
2/1/2024,7.6002348535385504,8.418352241855001
3/1/2024,7.5260495007954802,8.336020103181161
4/1/2024,7.5525929500423086,8.393022296716950
5/1/2024,7.5947419723334209,8.415719921056169
6/1/2024,7.5812716531624895,8.423015062552270
7/1/2024,7.7410491719473908,8.592907852556481
8/1/2024,7.7548071753290300,8.609253107922180
9/1/2024,7.6332662354259009,8.479035560404959
10/1/2024,7.6474344914441597,8.484192627452391
11/1/2024,7.7220993036930796,8.567792201228229
12/1/2024,7.5983498333148018,8.412931761139909
1/1/2025,7.5798659766414209,8.384498422295209
2/1/2025,7.7228783353115107,8.615997530901739
3/1/2025,7.7838974476319107,8.659690592870801
4/1/2025,7.7533689329690096,8.618822246531311
5/1/2025,7.8002121598960095,8.648949117266030
6/1/2025,7.7537736523226499,8.626696351645460
7/1/2025,7.8173827481252989,8.677000729840820
